user_id,platform,region,age,onboarding_completed,levels_passed
485769,pc,tier2,29.0,1,14
156170,pc,tier2,36.0,1,9
860475,ios,tier2,19.0,0,24
360355,pc,tier2,36.0,0,8
643710,pc,tier2,27.0,1,14
772946,ios,tier3,31.0,0,13
593715,pc,tier2,29.0,0,8
400701,ios,tier2,33.0,0,14
86918,android,tier2,36.0,0,14
767534,android,tier2,42.0,1,18
557996,android,tier1,12.0,1,33
475621,android,tier1,34.0,1,23
858265,ios,tier2,31.0,1,22
567428,android,tier1,27.0,1,31
282673,pc,tier1,23.0,0,17
83807,ios,tier1,26.0,1,38
52892,android,tier2,22.0,0,16
391376,ios,tier2,15.0,1,25
137955,android,tier1,39.0,1,24
221603,android,tier3,35.0,0,14
251691,android,tier1,27.0,1,31
615137,android,tier2,33.0,0,22
609725,android,tier2,31.0,1,21
194600,android,tier1,33.0,0,15
739150,android,tier1,34.0,1,33
514839,android,tier2,28.0,1,23
736236,android,tier2,36.0,1,20
870453,android,tier1,24.0,0,16
934551,ios,tier3,24.0,1,25
60956,ios,tier1,23.0,1,28
566660,android,tier2,32.0,1,28
553472,android,tier2,35.0,0,16
50436,pc,tier3,34.0,0,-3
947703,ios,tier3,24.0,1,21
500105,ios,tier2,29.0,1,30
658505,pc,tier2,31.0,0,17
844399,ios,tier2,34.0,1,32
745410,android,tier1,38.0,0,22
590528,ios,tier2,23.0,1,25
691621,android,tier2,45.0,1,16
540347,pc,tier3,48.0,1,21
69827,pc,tier2,23.0,0,17
623838,pc,tier2,35.0,0,8
576360,ios,tier1,40.0,1,28
739305,ios,tier3,18.0,1,24
683811,android,tier3,26.0,0,24
208576,ios,tier2,31.0,1,20
28393,ios,tier1,44.0,1,25
473397,pc,tier3,26.0,0,17
994322,android,tier1,27.0,1,19
709360,ios,tier2,20.0,1,32
951766,ios,tier2,24.0,0,24
411497,android,tier3,38.0,0,16
951349,android,tier2,37.0,1,20
74365,android,tier1,39.0,1,28
241623,android,tier2,39.0,1,16
760482,android,tier1,35.0,1,29
363940,android,tier2,24.0,1,12
348862,android,tier2,21.0,1,27
762498,ios,tier2,34.0,1,29
44397,ios,tier2,48.0,0,5
345557,pc,tier2,29.0,0,13
294658,android,tier2,35.0,1,17
109288,ios,tier1,20.0,1,32
986877,ios,tier2,37.0,1,17
107216,android,tier2,43.0,1,16
819224,android,tier1,36.0,1,22
830138,pc,tier1,27.0,1,30
13833,pc,tier2,38.0,1,29
138580,pc,tier2,42.0,1,23
65880,android,tier1,25.0,0,23
494978,pc,tier1,12.0,1,27
819582,android,tier2,20.0,1,34
273904,pc,tier1,26.0,1,24
564968,android,tier2,32.0,0,10
406523,ios,tier1,37.0,1,28
683144,ios,tier3,47.0,0,12
114269,ios,tier1,34.0,1,31
426029,ios,tier3,46.0,1,16
282588,pc,tier1,35.0,0,16
36443,android,tier2,36.0,1,26
895113,android,tier2,36.0,0,8
427055,android,tier1,31.0,0,34
409354,ios,tier3,38.0,1,22
84698,android,tier2,38.0,0,14
33673,pc,tier2,33.0,1,19
428087,pc,tier2,23.0,1,21
844064,ios,tier3,36.0,0,15
602113,ios,tier2,36.0,1,27
580492,pc,tier3,20.0,0,11
145173,ios,tier1,29.0,1,34
322578,pc,tier1,26.0,1,21
69124,pc,tier1,34.0,1,18
159802,android,tier1,25.0,1,27
419671,ios,tier1,13.0,0,24
957674,ios,tier3,40.0,0,15
910609,pc,tier2,37.0,0,7
523952,android,tier2,40.0,0,5
885159,ios,tier2,45.0,1,28
786621,android,tier2,34.0,0,17
841320,android,tier2,30.0,1,24
877756,ios,tier1,23.0,1,36
215656,android,tier2,23.0,1,31
960131,pc,tier2,31.0,1,15
406520,pc,tier1,32.0,1,24
797381,android,tier1,45.0,0,19
107890,ios,tier1,28.0,1,24
838880,ios,tier2,42.0,0,15
894265,ios,tier1,27.0,1,20
392932,ios,tier2,39.0,1,28
936816,ios,tier3,31.0,0,18
499362,ios,tier1,38.0,1,25
496013,android,tier1,16.0,1,22
766188,pc,tier2,37.0,0,17
669007,pc,tier1,29.0,1,16
200797,ios,tier2,31.0,0,16
585618,android,tier2,36.0,1,27
227027,android,tier2,26.0,1,30
496082,android,tier2,37.0,1,11
377031,pc,tier1,30.0,0,15
984286,ios,tier3,29.0,0,16
234620,android,tier2,24.0,1,28
141951,android,tier3,23.0,1,17
657996,ios,tier1,32.0,1,25
122385,android,tier1,51.0,0,18
98108,pc,tier2,35.0,1,16
266473,pc,tier1,30.0,1,20
890004,ios,tier1,29.0,1,29
409654,ios,tier3,20.0,1,25
147987,ios,tier1,25.0,1,29
393889,ios,tier1,46.0,1,36
887734,android,tier1,23.0,1,21
620925,android,tier1,36.0,1,25
293704,android,tier1,27.0,1,27
475446,android,tier1,18.0,1,22
449648,ios,tier2,44.0,0,19
351710,android,tier1,35.0,0,31
153736,android,tier1,33.0,1,30
972763,android,tier2,40.0,1,19
902001,android,tier2,25.0,0,19
128197,pc,tier2,19.0,1,22
634064,android,tier2,26.0,1,28
303309,pc,tier1,21.0,0,17
72121,ios,tier3,38.0,1,21
82399,android,tier2,42.0,0,20
533609,ios,tier2,22.0,1,35
418489,ios,tier2,36.0,0,24
595660,android,tier2,19.0,0,13
825573,ios,tier2,29.0,1,14
635046,pc,tier1,26.0,1,17
805974,ios,tier1,27.0,0,23
670366,ios,tier2,32.0,1,26
881466,android,tier1,14.0,0,23
270420,ios,tier2,33.0,1,30
253601,ios,tier2,25.0,1,19
382774,ios,tier2,41.0,1,27
654441,android,tier3,34.0,0,15
427532,pc,tier2,35.0,1,26
554537,ios,tier2,22.0,1,32
788032,ios,tier1,34.0,1,23
731418,android,tier2,19.0,0,18
670171,android,tier2,23.0,1,22
810963,pc,tier3,32.0,1,14
998960,pc,tier3,31.0,1,20
213060,ios,tier3,16.0,1,35
260764,android,tier1,18.0,1,22
911511,ios,tier1,22.0,1,30
386636,android,tier1,36.0,1,25
843982,pc,tier1,23.0,1,29
261325,android,tier2,12.0,1,30
420102,ios,tier2,25.0,1,34
256116,ios,tier3,28.0,0,21
379336,android,tier2,42.0,0,18
364371,ios,tier1,48.0,1,30
487574,ios,tier3,23.0,1,21
659674,ios,tier1,24.0,1,25
756994,android,tier1,36.0,1,26
874775,ios,tier2,21.0,1,26
610479,ios,tier1,27.0,1,32
722476,android,tier2,26.0,1,26
316945,android,tier2,47.0,0,13
255272,android,tier2,34.0,1,22
767382,pc,tier2,46.0,0,11
673692,android,tier1,13.0,1,23
996827,ios,tier3,16.0,0,12
56834,android,tier3,22.0,1,17
898626,android,tier3,33.0,0,17
972438,android,tier2,38.0,1,27
791677,pc,tier2,29.0,0,7
61718,ios,tier2,30.0,0,25
771772,ios,tier2,28.0,1,33
145827,pc,tier3,35.0,0,5
998459,pc,tier3,36.0,0,16
622652,android,tier2,37.0,0,11
414040,android,tier2,36.0,0,9
613884,android,tier2,28.0,0,13
704263,ios,tier2,25.0,1,29
334122,pc,tier1,45.0,0,9
538157,android,tier2,31.0,0,18
964551,ios,tier1,50.0,1,19
627544,ios,tier3,42.0,1,21
46937,pc,tier1,14.0,1,26
914353,android,tier3,30.0,0,8
942358,ios,tier3,17.0,1,26
235336,android,tier2,25.0,1,29
816844,android,tier1,33.0,1,25
206042,pc,tier2,35.0,0,15
676674,pc,tier2,22.0,0,11
953423,pc,tier1,41.0,1,29
495483,ios,tier2,38.0,1,28
587086,pc,tier2,29.0,1,19
548698,pc,tier3,34.0,0,5
753456,android,tier2,41.0,0,16
818521,pc,tier1,24.0,1,29
351493,ios,tier2,33.0,1,23
359020,pc,tier1,33.0,0,13
21571,ios,tier2,28.0,1,21
266461,ios,tier2,24.0,1,27
394927,ios,tier2,22.0,1,30
394170,android,tier1,45.0,1,18
55228,pc,tier3,26.0,0,13
278051,ios,tier2,20.0,1,34
449992,ios,tier1,29.0,1,31
681040,pc,tier2,32.0,1,20
299997,pc,tier2,22.0,0,18
140997,android,tier2,31.0,1,18
838192,ios,tier3,36.0,0,20
388213,pc,tier3,26.0,0,8
294577,android,tier3,33.0,0,13
115888,pc,tier3,22.0,0,3
738370,pc,tier3,44.0,0,7
22902,android,tier2,26.0,0,13
404304,pc,tier1,34.0,0,12
232598,pc,tier2,48.0,1,15
295014,pc,tier1,27.0,1,30
378158,pc,tier3,20.0,1,14
374629,android,tier1,13.0,1,30
140240,android,tier2,44.0,1,19
803903,android,tier1,47.0,0,18
411144,pc,tier3,35.0,1,24
829185,ios,tier1,26.0,0,21
495135,pc,tier3,29.0,0,12
173623,ios,tier2,42.0,0,24
917621,android,tier2,42.0,1,25
640869,ios,tier2,33.0,1,34
690435,ios,tier3,18.0,1,13
226462,ios,tier2,40.0,1,26
936747,android,tier2,32.0,0,15
407143,ios,tier1,17.0,1,33
751890,ios,tier1,25.0,1,34
184755,ios,tier3,24.0,1,37
901125,android,tier2,30.0,0,1
856113,ios,tier3,36.0,1,23
971756,android,tier2,35.0,1,20
60623,android,tier1,33.0,0,23
586486,ios,tier2,34.0,1,32
430500,android,tier3,25.0,0,25
756024,ios,tier2,17.0,1,23
443628,android,tier2,30.0,1,20
411053,android,tier2,37.0,1,24
745246,android,tier1,35.0,1,31
641158,android,tier2,21.0,1,20
578004,ios,tier1,34.0,1,26
901499,ios,tier2,24.0,1,23
598430,android,tier2,33.0,1,22
545635,ios,tier3,32.0,1,30
22258,android,tier1,31.0,1,17
71990,pc,tier2,37.0,0,0
944254,pc,tier3,46.0,0,5
432979,ios,tier2,17.0,1,32
337196,android,tier3,36.0,1,13
678687,android,tier1,33.0,1,26
278566,android,tier3,23.0,1,23
952503,android,tier2,36.0,1,14
284511,android,tier2,24.0,1,16
756991,android,tier2,48.0,0,12
850048,pc,tier2,25.0,0,13
830446,pc,tier2,43.0,0,10
612859,pc,tier2,33.0,0,16
825431,android,tier2,24.0,0,22
682168,android,tier2,37.0,0,21
664159,pc,tier3,39.0,0,11
279081,android,tier3,28.0,1,17
798241,android,tier2,39.0,1,18
298475,ios,tier2,18.0,0,24
634955,pc,tier3,21.0,0,10
222133,ios,tier2,34.0,1,23
822641,pc,tier2,36.0,0,8
567100,ios,tier1,24.0,1,41
483264,android,tier3,22.0,1,25
779234,ios,tier2,25.0,1,26
629693,ios,tier1,26.0,0,21
242772,android,tier1,39.0,1,25
88859,pc,tier2,22.0,0,12
360168,ios,tier2,46.0,1,32
461644,android,tier3,30.0,1,10
601378,android,tier3,33.0,1,19
58527,android,tier2,38.0,1,33
636611,ios,tier3,11.0,1,24
208505,android,tier2,19.0,1,29
724167,ios,tier1,35.0,1,25
107599,android,tier2,28.0,0,19
126174,ios,tier2,36.0,1,28
774142,ios,tier3,52.0,1,22
556158,ios,tier1,15.0,1,39
658219,android,tier1,43.0,1,22
938328,ios,tier3,28.0,1,17
304854,android,tier2,36.0,0,21
863880,android,tier2,26.0,1,21
191849,ios,tier1,39.0,1,28
803030,ios,tier3,39.0,0,6
828521,pc,tier1,29.0,0,15
633633,pc,tier1,39.0,0,19
561204,android,tier2,45.0,0,15
830012,android,tier2,32.0,0,18
563174,pc,tier2,33.0,0,-1
833793,ios,tier1,22.0,1,38
546380,ios,tier2,43.0,0,11
586510,android,tier1,29.0,1,23
481987,pc,tier3,29.0,1,24
445279,ios,tier1,22.0,1,40
29374,pc,tier2,29.0,0,6
604748,ios,tier2,33.0,1,21
96476,ios,tier2,18.0,0,29
284124,android,tier2,30.0,1,27
433503,pc,tier3,36.0,0,7
164434,android,tier1,28.0,1,23
961261,ios,tier2,31.0,1,29
127042,android,tier1,22.0,1,29
559956,pc,tier2,34.0,0,5
829867,android,tier3,41.0,0,5
320367,ios,tier2,27.0,1,34
307200,ios,tier2,26.0,1,37
274106,android,tier2,35.0,0,10
178868,ios,tier2,31.0,0,21
299919,android,tier2,31.0,0,19
867277,ios,tier2,21.0,1,31
13381,pc,tier2,28.0,0,10
559623,android,tier1,36.0,0,16
485199,android,tier3,28.0,1,19
572711,android,tier2,22.0,1,24
702785,ios,tier3,25.0,1,27
451908,ios,tier1,23.0,1,27
983842,android,tier2,21.0,1,22
431786,ios,tier2,27.0,1,28
313232,android,tier2,20.0,0,21
627225,ios,tier1,30.0,1,33
830200,android,tier2,20.0,0,17
378913,pc,tier2,25.0,1,18
122652,android,tier1,33.0,0,13
894300,android,tier2,29.0,0,7
813685,pc,tier2,31.0,0,6
426857,android,tier2,32.0,0,11
958855,android,tier2,34.0,0,10
708401,pc,tier2,25.0,0,12
717402,pc,tier2,38.0,1,12
763272,ios,tier3,32.0,1,25
676785,ios,tier2,29.0,1,34
513364,ios,tier1,19.0,1,42
271393,pc,tier1,30.0,0,16
282700,android,tier1,28.0,1,29
972570,pc,tier3,41.0,0,8
973560,ios,tier3,33.0,1,25
704517,ios,tier2,24.0,1,19
911255,ios,tier2,32.0,1,20
959046,ios,tier3,12.0,0,20
983285,android,tier3,35.0,0,10
850987,pc,tier1,27.0,0,14
802921,pc,tier2,30.0,0,10
142405,pc,tier2,31.0,0,4
126433,ios,tier2,38.0,1,34
882599,android,tier3,33.0,1,24
389808,ios,tier1,16.0,1,37
523934,android,tier3,50.0,0,18
848676,android,tier3,22.0,0,17
222564,android,tier1,38.0,0,14
167094,android,tier3,22.0,0,15
212544,ios,tier1,19.0,1,37
652633,ios,tier1,37.0,0,25
289031,pc,tier1,32.0,0,20
916868,ios,tier2,36.0,1,22
942295,ios,tier2,39.0,1,26
148410,pc,tier2,35.0,0,11
820024,ios,tier3,37.0,1,21
236384,android,tier2,44.0,0,13
517516,ios,tier3,42.0,1,15
451546,pc,tier3,34.0,1,18
647099,ios,tier1,23.0,0,21
823125,pc,tier2,28.0,0,19
219238,android,tier2,17.0,0,16
757033,android,tier1,22.0,1,26
453345,pc,tier1,40.0,0,10
762967,android,tier2,36.0,0,17
845259,pc,tier1,24.0,1,15
482205,android,tier3,31.0,0,17
103156,ios,tier1,39.0,0,18
955545,android,tier2,42.0,1,22
343172,ios,tier3,30.0,1,24
630018,pc,tier2,43.0,0,6
969756,android,tier1,38.0,0,23
236881,ios,tier1,29.0,1,32
727882,ios,tier2,39.0,0,24
385502,ios,tier2,23.0,0,21
643695,ios,tier1,37.0,1,27
629743,ios,tier2,34.0,0,20
480666,ios,tier2,37.0,1,39
398730,pc,tier2,28.0,1,32
725987,ios,tier2,24.0,0,24
156324,ios,tier2,38.0,1,28
315390,pc,tier2,31.0,1,12
472437,android,tier3,33.0,0,9
935308,android,tier2,6.0,0,24
428170,android,tier3,33.0,0,11
749365,android,tier3,25.0,1,26
483283,pc,tier2,36.0,0,5
14863,pc,tier2,20.0,1,15
191554,ios,tier1,11.0,1,44
186114,ios,tier3,33.0,0,20
846549,ios,tier3,30.0,1,27
489252,android,tier3,38.0,0,17
170119,ios,tier1,27.0,1,31
86671,ios,tier3,26.0,1,17
56694,ios,tier2,25.0,1,33
397624,pc,tier3,37.0,0,13
477146,pc,tier3,33.0,0,9
531531,android,tier1,36.0,1,28
368746,android,tier3,26.0,1,24
384193,android,tier3,30.0,0,8
426470,pc,tier2,29.0,1,22
678754,android,tier3,24.0,1,22
765339,ios,tier3,44.0,0,10
956477,pc,tier3,40.0,1,8
773671,android,tier3,38.0,0,4
160026,android,tier1,17.0,1,28
296401,pc,tier1,23.0,0,18
716749,ios,tier3,28.0,1,21
689325,ios,tier1,34.0,1,21
331145,ios,tier1,29.0,1,36
205584,android,tier3,42.0,1,13
302336,ios,tier1,35.0,0,21
955506,android,tier3,23.0,0,26
529515,android,tier3,35.0,0,10
275598,android,tier2,26.0,1,28
519782,android,tier1,26.0,1,29
974000,ios,tier2,19.0,1,36
372971,ios,tier1,28.0,1,38
477226,pc,tier2,35.0,0,17
70083,ios,tier3,26.0,0,20
862550,android,tier1,38.0,1,26
608775,android,tier1,31.0,0,29
813197,pc,tier1,23.0,1,24
705401,android,tier1,19.0,1,23
206829,android,tier1,19.0,1,27
776970,ios,tier2,23.0,1,38
628734,android,tier2,29.0,1,29
423263,android,tier1,30.0,1,19
581691,android,tier2,18.0,1,26
420017,android,tier3,33.0,0,7
671829,ios,tier2,28.0,1,32
875409,ios,tier2,27.0,0,15
731836,pc,tier1,32.0,0,17
292139,ios,tier2,22.0,1,37
578221,ios,tier2,30.0,1,22
624732,pc,tier2,15.0,1,27
576291,ios,tier2,32.0,1,24
385262,ios,tier2,22.0,1,36
511300,android,tier2,22.0,1,18
349417,android,tier1,33.0,1,21
614900,ios,tier1,24.0,1,36
566315,android,tier2,26.0,0,17
888310,ios,tier2,34.0,0,28
433198,android,tier1,34.0,1,29
798251,ios,tier2,29.0,1,29
186670,ios,tier1,32.0,1,32
201072,pc,tier2,25.0,1,19
593787,android,tier2,34.0,1,24
758622,ios,tier2,24.0,1,29
843171,ios,tier2,31.0,1,31
998197,ios,tier3,25.0,0,21
581608,pc,tier1,31.0,1,21
91095,ios,tier2,37.0,0,17
783747,android,tier1,36.0,1,24
626217,ios,tier2,30.0,1,36
327371,android,tier2,32.0,0,11
831038,ios,tier2,26.0,1,24
661324,pc,tier1,35.0,0,12
332832,pc,tier2,30.0,0,13
195459,android,tier1,36.0,0,11
958856,pc,tier2,39.0,0,9
295731,android,tier3,30.0,0,21
624941,android,tier2,22.0,0,7
232697,ios,tier1,22.0,1,31
722691,ios,tier1,33.0,1,33
635373,ios,tier3,33.0,1,22
81115,android,tier3,37.0,1,20
149152,ios,tier3,35.0,1,24
470694,android,tier3,21.0,1,21
504711,android,tier3,35.0,0,11
170218,android,tier2,30.0,0,17
304540,ios,tier3,40.0,1,28
842269,android,tier2,27.0,0,20
906075,ios,tier1,26.0,1,24
125746,ios,tier2,28.0,1,26
526412,ios,tier2,32.0,1,33
582418,android,tier3,27.0,0,16
500319,android,tier1,52.0,0,26
431703,ios,tier2,16.0,1,28
318217,android,tier2,27.0,0,14
763350,android,tier1,43.0,0,22
543749,ios,tier2,22.0,0,23
865201,ios,tier3,25.0,1,30
344008,ios,tier1,19.0,0,20
373459,ios,tier1,40.0,1,26
16359,ios,tier2,30.0,1,25
754534,pc,tier2,26.0,1,20
235530,ios,tier1,16.0,1,32
389340,ios,tier3,39.0,0,16
83511,ios,tier1,34.0,1,40
692386,pc,tier2,39.0,0,4
445018,android,tier2,28.0,0,21
420145,pc,tier2,32.0,0,10
845698,pc,tier2,30.0,1,26
859315,ios,tier2,29.0,1,28
671101,ios,tier1,28.0,1,30
397397,pc,tier2,33.0,0,12
604371,pc,tier2,27.0,0,16
508409,ios,tier1,24.0,1,31
463933,android,tier2,31.0,1,23
351477,pc,tier3,41.0,0,10
991538,android,tier3,35.0,0,26
826911,android,tier2,26.0,1,33
602918,android,tier1,15.0,0,21
346460,ios,tier2,24.0,1,33
705999,android,tier2,21.0,0,21
985383,ios,tier2,28.0,1,27
911458,ios,tier2,41.0,0,25
880604,android,tier2,37.0,0,14
290863,android,tier2,37.0,1,23
90091,ios,tier3,20.0,1,32
630959,android,tier2,36.0,1,23
66546,ios,tier2,19.0,1,23
66620,android,tier1,32.0,0,17
774297,android,tier2,20.0,0,18
526914,pc,tier1,19.0,1,19
473531,ios,tier2,33.0,0,19
590049,pc,tier1,18.0,1,20
769456,ios,tier3,36.0,0,17
786040,android,tier1,33.0,1,20
60069,pc,tier2,27.0,1,20
227879,ios,tier1,44.0,1,28
622677,ios,tier1,24.0,1,32
392480,pc,tier3,39.0,1,16
463398,android,tier2,29.0,1,22
940438,pc,tier3,30.0,1,19
331738,pc,tier3,15.0,0,9
606271,pc,tier2,42.0,1,7
371376,android,tier1,30.0,1,20
556959,pc,tier2,34.0,1,19
203748,ios,tier3,16.0,1,22
873136,ios,tier1,26.0,1,40
993987,pc,tier1,51.0,1,15
815318,pc,tier2,41.0,0,8
794293,pc,tier2,26.0,0,3
218701,android,tier2,20.0,0,17
92877,android,tier2,19.0,1,15
984245,ios,tier2,26.0,1,27
288476,android,tier2,29.0,1,21
81303,android,tier2,39.0,0,10
801160,android,tier2,36.0,1,33
481655,pc,tier2,34.0,0,8
575877,android,tier1,18.0,1,24
538447,ios,tier1,27.0,1,30
662461,android,tier3,36.0,0,5
311250,android,tier3,23.0,1,12
33898,android,tier1,25.0,1,29
369296,ios,tier2,34.0,0,17
651378,ios,tier2,29.0,1,29
374282,ios,tier3,14.0,1,26
189673,ios,tier1,15.0,1,29
762847,pc,tier3,28.0,0,17
571035,android,tier2,36.0,1,24
497423,android,tier1,35.0,1,25
592375,pc,tier1,35.0,1,24
368373,ios,tier3,22.0,1,19
874172,android,tier2,33.0,1,24
634145,ios,tier1,38.0,1,24
45418,ios,tier2,35.0,1,22
909399,android,tier1,29.0,1,25
29093,pc,tier3,22.0,0,16
304897,android,tier3,33.0,1,18
475004,android,tier1,24.0,1,30
968895,ios,tier2,14.0,0,15
85107,ios,tier2,21.0,1,26
105565,ios,tier1,35.0,1,35
438609,android,tier2,34.0,0,18
486360,ios,tier1,32.0,1,34
169323,ios,tier3,31.0,1,20
750526,ios,tier2,39.0,1,21
894361,ios,tier2,26.0,0,32
657491,ios,tier2,34.0,0,13
523739,pc,tier2,32.0,0,17
797598,android,tier3,31.0,0,15
518945,android,tier2,41.0,1,6
967258,ios,tier3,25.0,1,30
244681,android,tier2,32.0,1,22
31426,android,tier3,30.0,1,18
799507,android,tier3,33.0,1,20
519947,ios,tier2,39.0,1,28
86634,android,tier3,52.0,0,3
903437,android,tier1,42.0,1,24
93900,ios,tier1,37.0,1,36
156454,android,tier1,35.0,1,19
401713,ios,tier2,38.0,1,34
236344,android,tier1,34.0,1,34
425544,android,tier2,13.0,1,20
520697,android,tier3,32.0,0,5
614045,pc,tier2,42.0,1,11
807329,android,tier2,56.0,1,19
855791,android,tier1,35.0,1,40
485974,android,tier2,39.0,1,28
533262,ios,tier3,23.0,1,30
865371,ios,tier2,36.0,0,9
247221,ios,tier2,23.0,1,31
265377,pc,tier2,25.0,0,12
405711,ios,tier2,22.0,1,27
147447,ios,tier1,36.0,1,33
732335,android,tier2,16.0,0,24
857194,android,tier2,32.0,0,4
712727,android,tier1,14.0,0,32
253759,ios,tier1,35.0,1,18
613602,android,tier3,23.0,0,15
851765,pc,tier1,26.0,1,22
19095,android,tier3,46.0,0,7
432080,pc,tier3,35.0,0,6
966538,pc,tier3,28.0,0,4
484143,android,tier2,29.0,1,15
34157,android,tier3,28.0,1,29
157952,android,tier2,30.0,1,25
802693,android,tier2,28.0,0,16
12530,ios,tier2,18.0,1,37
515976,android,tier2,30.0,1,29
684243,ios,tier3,37.0,1,28
226324,ios,tier2,38.0,0,14
440883,android,tier1,23.0,0,16
753931,android,tier2,47.0,1,21
390530,pc,tier2,19.0,0,8
229613,android,tier2,26.0,1,22
48107,android,tier2,33.0,1,20
95776,android,tier1,36.0,0,15
303630,android,tier2,39.0,0,9
548275,android,tier3,33.0,1,30
806106,android,tier3,26.0,0,24
33712,android,tier1,33.0,0,22
530907,android,tier1,24.0,1,22
752926,android,tier3,29.0,1,22
234072,ios,tier3,21.0,0,16
858067,ios,tier1,21.0,1,40
552192,pc,tier2,23.0,1,28
936016,pc,tier2,26.0,0,14
190333,pc,tier3,32.0,1,15
988987,ios,tier2,23.0,1,30
435976,ios,tier2,24.0,1,28
894268,ios,tier3,24.0,0,17
822422,ios,tier2,26.0,1,27
511703,ios,tier1,17.0,1,24
820353,ios,tier1,38.0,1,33
52787,pc,tier2,35.0,0,15
94370,android,tier2,35.0,0,16
653635,pc,tier2,29.0,1,25
231857,android,tier1,24.0,1,35
865589,android,tier2,47.0,1,20
246590,ios,tier2,27.0,1,28
461829,android,tier3,32.0,0,8
771304,ios,tier3,23.0,1,24
234712,pc,tier1,32.0,1,22
441337,pc,tier3,21.0,0,6
532176,ios,tier3,26.0,1,28
136580,ios,tier1,36.0,1,40
643140,android,tier2,36.0,1,22
728738,ios,tier2,29.0,1,26
602429,android,tier2,21.0,0,13
959915,ios,tier3,30.0,1,28
156861,android,tier1,10.0,1,27
430340,android,tier2,35.0,1,25
424513,ios,tier2,38.0,0,15
825012,ios,tier2,41.0,0,12
102878,pc,tier2,32.0,0,8
225698,android,tier3,39.0,0,15
655077,pc,tier1,30.0,0,19
113843,ios,tier2,35.0,1,25
920578,ios,tier2,37.0,0,13
837983,android,tier1,33.0,0,16
596213,android,tier3,31.0,1,24
950915,ios,tier2,42.0,1,25
390891,ios,tier3,24.0,1,21
512162,pc,tier2,45.0,1,20
507696,pc,tier2,17.0,1,28
612968,android,tier2,37.0,0,13
312187,pc,tier2,26.0,0,6
857524,ios,tier2,28.0,0,23
496485,android,tier1,24.0,0,26
172079,ios,tier1,40.0,1,29
849772,android,tier2,40.0,1,21
702020,android,tier2,32.0,1,12
295412,ios,tier1,40.0,1,27
965866,ios,tier2,26.0,0,22
283027,android,tier1,23.0,1,26
463321,ios,tier2,38.0,0,14
172453,ios,tier1,25.0,1,26
752874,ios,tier1,29.0,1,45
409264,ios,tier3,24.0,1,18
206027,android,tier1,28.0,1,28
447908,pc,tier1,25.0,0,13
390682,ios,tier2,37.0,1,31
958651,pc,tier3,27.0,1,20
905733,ios,tier2,24.0,1,23
498048,ios,tier2,26.0,0,28
200436,android,tier1,16.0,1,31
719874,ios,tier2,23.0,1,26
679799,pc,tier2,51.0,0,7
266842,android,tier2,36.0,0,14
682819,android,tier2,44.0,1,24
365160,pc,tier3,35.0,0,4
95696,pc,tier2,33.0,1,8
752951,ios,tier2,39.0,1,16
286434,ios,tier3,18.0,1,24
40737,ios,tier1,37.0,1,35
151584,android,tier3,10.0,1,28
808688,android,tier2,32.0,1,23
765704,ios,tier2,30.0,0,16
858306,ios,tier2,20.0,0,26
821955,android,tier1,20.0,1,24
459719,android,tier2,24.0,1,23
867568,pc,tier3,23.0,0,4
131577,ios,tier2,34.0,0,10
803385,ios,tier2,48.0,1,24
565094,ios,tier2,21.0,0,28
617313,pc,tier1,16.0,1,25
825016,android,tier3,32.0,0,18
192783,android,tier3,18.0,1,16
755037,android,tier1,35.0,0,25
584794,ios,tier1,26.0,1,23
548222,android,tier3,30.0,1,15
784010,pc,tier3,28.0,0,5
274644,ios,tier1,15.0,1,36
159301,ios,tier1,43.0,1,35
480821,android,tier2,25.0,0,28
784969,android,tier2,39.0,1,32
348362,android,tier2,37.0,0,11
886089,pc,tier1,34.0,1,16
862425,ios,tier2,30.0,1,34
250614,ios,tier2,38.0,1,19
812393,pc,tier2,30.0,0,22
944823,android,tier2,27.0,1,18
89210,android,tier1,31.0,1,22
271160,android,tier2,36.0,0,16
92854,ios,tier1,16.0,1,38
448357,ios,tier2,48.0,0,15
675476,android,tier3,24.0,1,20
657634,pc,tier2,33.0,1,21
179411,android,tier3,25.0,1,27
914594,ios,tier2,32.0,0,28
212004,android,tier3,26.0,0,6
224786,ios,tier1,38.0,1,31
31173,android,tier1,34.0,1,24
693942,ios,tier3,30.0,0,23
302757,android,tier2,44.0,1,14
233408,android,tier2,28.0,0,15
185977,pc,tier2,28.0,1,17
62541,ios,tier2,38.0,1,30
542857,android,tier1,47.0,0,11
528326,android,tier1,32.0,0,22
351504,ios,tier2,27.0,1,20
703581,pc,tier3,23.0,0,15
205188,ios,tier2,36.0,1,21
484884,ios,tier1,17.0,1,32
762602,ios,tier2,32.0,0,15
577293,android,tier2,35.0,1,20
250302,ios,tier2,30.0,1,17
341470,ios,tier2,27.0,0,21
971284,ios,tier1,33.0,1,38
428963,android,tier2,23.0,1,31
972671,pc,tier1,40.0,0,18
577129,android,tier2,28.0,1,27
883781,ios,tier2,26.0,0,22
854948,android,tier1,30.0,1,25
585494,ios,tier3,13.0,1,21
428924,android,tier1,22.0,1,28
706266,android,tier2,19.0,0,23
78235,android,tier2,30.0,1,20
611603,android,tier1,20.0,1,30
935882,android,tier2,36.0,1,22
91361,android,tier1,34.0,1,33
975128,pc,tier2,32.0,1,22
