cdate,treatment,revenue_total,revenue_outerwear,revenue_shoes,revenue_pants,dau
2022-11-14,0,519541.5320823145,218772.4661783084,166397.46681858273,134371.59908542337,99376
2022-11-15,0,515268.834404305,222882.06944684836,161719.0600629261,130667.70489453053,99709
2022-11-16,0,510314.474696948,216868.8312818791,161473.608451434,131972.0349636349,99498
2022-11-17,0,514565.5410536439,220297.77274282702,165291.28293715316,128976.4853736637,99628
2022-11-18,0,514262.2351937682,219114.75800967956,165835.314121865,129312.16306222364,99894
2022-11-19,0,515205.0535053549,218184.96276795826,164817.9894996994,132202.10123769726,99204
2022-11-20,0,518208.6305632207,223676.16121780302,165432.94739611284,129099.52194930484,100676
2022-11-21,0,511131.3897753612,218598.73414553673,163408.78367398665,129123.87195583787,99144
2022-11-22,0,512625.718232203,218513.87746491123,164199.97665602088,129911.86411127089,99057
2022-11-23,0,519061.2678810999,222018.89923989508,165537.217326303,131505.15131490183,100261
2022-11-24,0,510252.8813842769,218840.9470164061,160693.22860011194,130718.70576775887,100095
2022-11-25,0,514161.4800255186,217789.76166068748,164588.80842117587,131782.9099436553,100029
2022-11-26,0,513229.3471673395,217446.24358790225,163389.8493808775,132393.25419855982,100048
2022-11-27,0,512142.97256413545,215029.1739850826,165006.01175794273,132107.78682111014,99746
2022-11-28,0,520409.53638609464,222254.66246352711,170004.70152202094,128150.17240054664,99321
2022-11-29,0,512667.3649425956,216974.51990902665,165541.40514295694,130151.439890612,99825
2022-11-30,0,514384.9870578948,218053.43667520888,163658.8001574012,132672.75022528472,99467
2022-12-01,0,520151.9703861086,219661.63480319438,167412.03535077884,133078.30023213543,100311
2022-12-02,0,513396.3032794145,219775.69373953957,165736.03166849975,127884.57787137518,99768
2022-12-03,0,516269.3407838274,220182.26634265325,165146.2147385941,130940.85970258008,99447
2022-12-04,0,513383.8402683477,220843.9341862849,165941.7386668996,126598.1674151632,99717
2022-12-05,0,519298.199351273,218759.30234431732,169435.77369285468,131103.123314101,100102
2022-12-06,0,515290.48448864894,218683.94944582722,162373.19159529865,134233.3434475231,99632
2022-12-07,0,513228.79060998943,219394.34490781778,165433.1427630764,128401.30293909523,99521
2022-12-08,0,512226.2393194845,219467.04213485168,163477.15011646165,129282.04706817113,100072
2022-12-09,0,522231.5693904724,223250.59285874836,166487.0904056365,132493.88612608748,100091
2022-12-10,0,510797.9049652289,220335.55749025568,163019.45910689764,127442.88836807561,99733
2022-12-11,0,514326.34367087233,220931.2881540723,164095.47507693886,129299.58043986115,99770
2022-12-12,0,518663.84896466753,221559.4297180369,164911.51025182038,132192.90899481028,100139
2022-12-13,0,515951.18567058526,220972.94952504113,166239.9049104523,128738.33123509181,99318
2022-12-14,0,514871.5089527555,219098.56995511494,166200.35695024865,129572.58204739194,99356
2022-12-15,0,511298.80725466716,216903.5686789121,162434.78025481163,131960.45832094343,99719
2022-12-16,0,517966.71349694603,220873.48518258697,165460.9356586155,131632.2926557435,99990
2022-12-17,0,515387.4766303743,219366.43336989876,164370.34074310027,131650.70251737532,100270
2022-12-18,0,516188.7433220346,220847.1030057683,164190.9993139231,131150.64100234318,100870
2022-12-19,0,520602.7347005231,222532.39506634645,165857.5544409917,132212.785193185,100580
2022-12-20,0,518474.1990312999,222889.69535153953,164956.76813162924,130627.73554813115,100089
2022-12-21,0,523133.2423283141,220667.25609576004,170577.87262482222,131888.1136077319,100177
2022-12-22,0,515634.4016262657,220332.07425237427,165899.62102207923,129402.70635181222,99704
2022-12-23,0,517867.2837767213,224172.63491704612,163060.77884693147,130633.87001274368,100213
2022-12-24,0,514451.7261804667,221051.5996374197,164529.82404221394,128870.30250083303,100096
2022-12-25,0,525820.3552201507,226455.4291147961,168205.53752219345,131159.38858316114,100419
2022-12-26,0,519758.78042526805,221305.1230261671,169523.09097809132,128930.56642100966,99862
2022-12-27,0,510445.60529001,218070.6801675773,163229.70386015042,129145.22126228227,100553
2022-12-28,0,520140.8212541023,224183.04182553312,163446.81223984828,132510.96718872085,101077
2022-12-29,0,523079.0142423694,221868.86902581263,169763.1022740139,131447.04294254287,100274
2022-12-30,0,524398.9286970854,224266.2820289785,167227.42648717758,132905.2201809293,100546
2022-12-31,0,519025.45773773314,223391.38388785164,164972.14907771483,130661.92477216668,100707
2023-01-01,0,519451.5800515157,220748.36408322075,167005.03422343318,131698.1817448618,100179
2023-01-02,0,512817.7278629684,219270.93444448613,161176.82208287527,132369.971335607,100508
2023-01-03,0,519542.9610571343,221159.72906699154,166340.60498313518,132042.62700700763,100419
2023-01-04,0,516692.0628086481,220030.9589379109,167097.02252479244,129564.08134594477,100478
2023-01-05,0,518452.4121646778,219769.14661944308,167680.43137132586,131002.83417390888,100059
2023-01-06,0,519341.0114703737,222973.5032253289,164445.58971316516,131921.91853187964,100474
2023-01-07,0,524224.61925693235,225678.25737617537,167043.22099283186,131503.1408879251,100727
2023-01-08,0,517828.2571769709,224149.83227558728,165779.43191892278,127898.99298246081,101220
2023-01-09,0,520468.1535274196,220544.69269986366,167814.9475631694,132108.5132643865,100990
2023-01-10,0,528474.5042399202,225085.55241104122,166450.34560921064,136938.60621966832,101602
2023-01-11,0,519062.6590640043,223735.40684849155,165276.14905269834,130051.10316281443,100157
2023-01-12,0,517513.65053090046,221830.27335144993,165373.48166066498,130309.8955187856,100993
2023-01-13,0,522456.9277513102,222157.3885603585,168191.09087748302,132108.44831346872,100663
2023-01-14,0,527877.4728175108,224526.26146299872,170151.3657938495,133199.84556066265,101681
2023-01-15,0,518923.7578064584,219994.4191069443,165757.801827188,133171.53687232613,100197
2023-01-16,0,517475.44351805426,222893.96581258188,166320.52763969803,128260.9500657743,100196
2023-01-17,0,517616.96048142924,221658.54652607933,163566.30183649372,132392.1121188562,100330
2023-01-18,0,517243.3775385916,221278.38441536686,164760.48379865862,131204.50932456614,99582
2023-01-19,0,517529.1727216758,220325.04090906488,166497.1948059293,130706.93700668162,100395
2023-01-20,0,524293.5243120823,221053.63369165928,171702.86681267372,131537.02380774936,100292
2023-01-21,0,522773.3159537887,224343.64763733008,164957.42797053207,133472.24034592652,100760
2023-01-22,0,525977.4434547551,222405.3532162204,170291.19787573244,133280.89236280226,100869
2023-01-23,0,528921.7318170368,228198.87221786423,170544.43751943836,130178.4220797342,101649
2023-01-24,0,525091.1797357897,223079.378024439,168454.75979840488,133557.04191294577,101199
2023-01-25,0,524039.859594161,222859.4971666616,170301.88069434214,130878.48173315726,100448
2023-01-26,0,522300.64512219286,224010.5487592816,167322.88443813683,130967.21192477441,100299
2023-01-27,0,520999.26646122127,220755.62776311047,168434.90202776197,131808.73667034882,101006
2023-01-28,0,514823.71410490555,218315.47725695986,166226.6242331459,130281.61261479981,100112
2023-01-29,0,528032.4538330944,221992.252263671,171177.65238674558,134862.5491826779,101699
2023-01-30,0,529370.0094847667,226972.92839165634,170469.46481230794,131927.6162808025,101385
2023-01-31,0,516440.9601712461,221747.95546667033,165821.0416333028,128871.96307127297,100571
2023-02-01,0,519895.5011705451,226777.6892707409,163534.12536635477,129583.68653344947,99960
2023-02-02,0,524325.2613149874,223652.11298268143,168099.23129783932,132573.9170344667,101504
2023-02-03,0,523367.4828143747,223732.71806830066,165835.533161573,133799.2315845011,100780
2023-02-04,0,529567.7046945896,227850.52380386586,168353.8194363318,133363.361454392,101466
2023-02-05,0,523617.15998117044,225994.85071486025,168861.3394516192,128760.96981469101,100059
2023-02-06,0,529432.1730713202,227149.69727970508,166248.2865428049,136034.18924881017,100566
2023-02-07,0,525614.6335684936,226095.10356819737,167559.4976574272,131960.03234286906,100877
2023-02-08,0,527648.4341454775,225815.82467850766,167821.7682263864,134010.84124058342,100907
2023-02-09,0,524422.0211125747,224501.72143550348,169057.98255307082,130862.3171240004,100667
2023-02-10,0,522567.6060772642,225989.9889478979,163698.55582670524,132879.06130266108,101211
2023-02-11,0,519904.3669753807,221685.11803676208,165738.45931885357,132480.78961976498,100374
2023-02-12,0,524009.4576277465,222118.92997055402,168094.26050371528,133796.2671534772,100844
2023-02-13,0,527984.5702574243,224054.02497732296,170294.98818616566,133635.55709393567,100983
2023-02-14,0,524891.190925552,224155.45109744134,167231.46268025512,133504.27714785564,101187
2023-02-15,0,519709.9938966237,223826.0035170575,164633.8958765767,131250.09450298955,101292
2023-02-16,0,522236.79494193086,224327.45925465066,168272.45062938772,129636.88505789249,100380
2023-02-17,0,521152.14415826404,224473.0977624714,165477.61852938324,131201.42786640942,100181
2023-02-18,0,526180.9197211091,225588.67524081515,166500.61112708674,134091.63335320723,101593
2023-02-19,0,525611.7277192078,227455.859913372,166942.63688413848,131213.23092169722,101125
2023-02-20,0,521346.90011649847,221171.91711812338,167032.93882260015,133142.0441757749,100590
2023-02-21,0,528633.3564768524,225400.0226182066,167936.43738080567,135296.89647784017,101744
2023-02-22,0,516328.0115587085,222951.287097499,163678.0037734357,129698.72068777378,101031
2023-02-23,0,522942.8918986358,221746.98626949542,170699.746240659,130496.15938848135,101567
2023-02-24,0,526090.6942357592,224231.35714835682,170638.10751442498,131221.22957297738,101014
2023-02-25,0,530391.7415356819,226175.40759850593,170903.40753894416,133312.92639823174,102014
2023-02-26,0,527748.3957984943,229169.50524391176,167113.25786327544,131465.6326913071,101865
2023-02-27,0,526937.7975753895,225425.44542622875,167497.16836285836,134015.1837863024,100865
2023-02-28,0,525070.7284912997,223362.172120563,168817.88473312804,132890.67163760867,101478
2023-03-01,0,530539.5403624919,228816.9564272408,169798.04298216873,131924.54095308232,101317
2023-03-02,0,528194.8586158586,228296.5605726846,170492.41020079423,129405.88784237974,101680
2023-03-03,0,518902.9916838177,224707.9015350436,165950.40217581976,128244.68797295439,100515
2023-03-04,0,526019.7462246735,224761.43678480087,168832.00439018343,132426.3050496891,101341
2023-03-05,0,521381.2022846688,223687.70627221672,169873.07804495082,127820.41796750126,101528
2023-03-06,0,524250.0947809681,222063.82702011886,169767.90387009495,132418.3638907543,100120
2023-03-07,0,524705.2348161989,225578.86501161964,168706.74998220845,130419.61982237078,100408
2023-03-08,0,531280.107635951,226331.13442394618,168243.06137402533,136705.91183797954,99980
2023-03-09,0,531493.9670053897,227432.5053729516,168167.54358408062,135893.91804835756,100864
2023-03-10,0,527438.6238796638,224367.8342254622,171567.48007172512,131503.30958247645,101356
2023-03-11,0,526184.8727023675,223903.26714774675,170160.98592266455,132120.6196319562,101747
2023-03-12,0,525028.1094528481,225008.69375219953,166554.90820920703,133464.50749144156,101032
2023-03-13,0,530815.9858309098,222753.90833905424,172254.17095248844,135807.9065393671,101807
2023-03-14,0,519842.2245119839,223936.4313110849,168590.30604036627,127315.48716053274,100300
2023-03-15,0,515569.8852778226,222679.63912141894,166069.69973546415,126820.54642093948,100136
2023-03-16,0,521065.4132791494,223696.95606443819,167235.30830678428,130133.14890792694,100957
2023-03-17,0,523806.89430905646,221885.2410017668,169119.66844270958,132801.9848645801,101174
2023-03-18,0,527205.1400014234,225688.8958105698,169141.3252503107,132374.91894054294,100962
2023-03-19,0,520939.0108014066,221562.77004006476,167082.69232879946,132293.54843254236,99940
2023-03-20,0,519998.3457988997,222268.23926817472,168794.08983130864,128936.01669941637,100925
2023-03-21,0,514276.13916471135,217648.8724392634,170658.96327347375,125968.30345197419,100313
2023-03-22,0,529686.3054227654,225311.1114668222,170880.42111112163,133494.7728448216,101295
2023-03-23,0,527426.7884599795,228604.80731678882,168888.1014892273,129933.87965396342,101138
2023-03-24,0,523240.65645412914,227072.40195739377,169405.65524743902,126762.59924929637,100479
2023-03-25,0,520372.66355112556,223258.6852740771,165774.3974851072,131339.5807919413,100687
2023-03-26,0,522939.23751013004,222416.86124875216,168220.9172599514,132301.45900142644,100408
2023-03-27,0,528396.1772365335,225548.6534301427,171785.49971056494,131062.02409582582,100900
2023-03-28,0,523104.53792253585,223623.56437168742,168487.32446313207,130993.64908771637,101402
2023-03-29,0,520454.9476475722,224272.5591571898,165764.38252720455,130418.00596317784,100424
2023-03-30,0,524828.9229602534,226681.18496397996,167265.4112088689,130882.32678740454,101162
2023-03-31,0,520460.55133157177,226556.34818871232,165605.46565501927,128298.73748784019,100637
2023-04-01,0,519031.5806976433,223625.0387230291,166007.55455775373,129398.98741686046,100497
2023-04-02,0,523705.48796464293,224090.2720047126,167340.61256815027,132274.60339178005,100832
2023-04-03,0,517669.7563891311,221797.3343229554,164562.7487994565,131309.67326671918,100359
2023-04-04,0,521402.0896435746,222364.62618601893,167754.5772813105,131282.88617624517,100591
2023-04-05,0,520497.97837633407,222903.92413365585,169032.55654944715,128561.49769323107,100260
2023-04-06,0,527079.7654347054,227233.5159752169,167769.85544042528,132076.39401906318,101831
2023-04-07,0,524459.8247513303,226377.26584939347,171163.50554245635,126919.05335948044,100857
2023-04-08,0,521945.5531910576,222186.45966782424,168579.79643513943,131179.29708809388,100479
2023-04-09,0,532179.5754646815,227670.32593700232,170289.853121064,134219.39640661512,100926
2023-04-10,0,518651.68294205074,223792.24418001514,166651.70821040252,128207.73055163307,100752
2023-04-11,0,523646.4609583932,224158.71199944604,169578.3194520438,129909.42950690334,100687
2023-04-12,0,522039.0566419766,223515.39250287515,166293.49991041637,132230.1642286851,101093
2023-04-13,0,524781.7666191582,220279.12029822211,170348.16926846106,134154.477052475,101154
2023-04-14,0,523473.7207047768,225578.89404438602,167925.86823960548,129968.95842078535,100498
2023-04-15,0,523286.4269629538,225209.11291738745,168634.41701253978,129442.89703302662,100463
2023-04-16,0,515888.48958809965,223444.81345452444,165383.1611608821,127060.51497269314,100602
2023-04-17,0,516464.14967497345,222082.91732956553,164402.8584275385,129978.37391786942,99576
2023-04-18,0,526004.6817166541,223733.70801516905,167954.81546770345,134316.15823378155,99956
2023-04-19,0,521937.50187106966,222427.06055639894,167004.23844473634,132506.2028699344,101385
2023-04-20,0,526809.2180323383,224735.80142833065,170011.63837059104,132061.77823341664,101510
2023-04-21,0,521964.60498986806,225453.62546259526,164907.4589104189,131603.5206168539,100550
2023-04-22,0,523499.11560591107,222145.14453733448,169932.8106656159,131421.16040296067,100949
2023-04-23,0,520134.7434727562,224938.90780738115,165548.36396721547,129647.47169815951,100803
2023-04-24,0,530106.4057440246,224368.14165685108,171168.68121041896,134569.58287675455,102173
2023-04-25,0,528022.2992844065,226015.1269668401,169819.7381470719,132187.43417049447,101179
2023-04-26,0,520943.141738411,223721.3979986756,166211.55370035197,131010.19003938342,100540
2023-04-27,0,516332.934154178,219694.28749309405,168121.99962898032,128516.6470321036,100112
2023-04-28,0,524197.3430798748,224561.36033184524,166963.4103472733,132672.57240075624,99772
2023-04-29,0,521692.9474379878,222529.49359972015,166694.15375019587,132469.3000880717,100662
2023-04-30,0,515822.560633629,221372.43609664156,165004.7742798884,129445.35025709902,100166
2023-05-01,0,517396.1294449457,222683.81728138519,162568.4152996046,132143.89686395598,99818
2023-05-02,0,522651.97617921216,225309.1699688172,167744.48904584986,129598.31716454512,100190
2023-05-03,0,512815.1172999349,220498.95140424906,163559.34737143182,128756.818524254,99957
2023-05-04,0,524748.9318900304,225374.14297886653,168924.64950830338,130450.13940286044,101325
2023-05-05,0,520761.99847967527,225256.0982086031,167572.81971842438,127933.0805526478,100907
2023-05-06,0,525477.388417246,224845.8574201643,168759.00627709576,131872.52471998596,100446
2023-05-07,0,521275.72263293224,225249.2149083679,167879.3866001098,128147.12112445457,101173
2023-05-08,0,517946.70707186934,222708.4719786557,166739.59403268225,128498.64106053144,100455
2023-05-09,0,515151.0759427786,220797.05915883987,168125.00106239296,126229.01572154577,99969
2023-05-10,0,525671.9268949386,224957.7613547183,169086.9067830112,131627.258757209,101145
2023-05-11,0,520776.9606659152,221603.95770081144,168276.8977840695,130896.10518103426,100636
2023-05-12,0,513223.4559901064,216273.831283935,167365.18338917423,129584.44131699718,99830
2023-05-13,0,516389.82960852236,223783.48915565145,163956.83668813136,128649.50376473955,100237
2023-05-14,0,519936.5413473097,223977.62381255635,167992.1646628259,127966.75287192744,99877
2023-05-15,0,515091.69115672784,216880.82777949836,167287.40822776064,130923.45514946882,99606
2023-05-16,0,517831.3369471669,221839.73048120283,165724.76807938324,130266.83838658083,100743
2023-05-17,0,526572.9036186005,226023.56728537695,167970.9209023422,132578.41543088132,101217
2023-05-18,0,519573.9789249155,225533.89124921727,165862.20212443144,128177.88555126678,99545
2023-05-19,0,521944.8780060515,223363.71111226917,167105.84890122793,131475.3179925544,100508
2023-05-20,0,520671.0944981837,220594.9303332051,167095.8827393234,132980.28142565524,99884
2023-05-21,0,522793.17820717336,221787.5523964916,169374.5149781501,131631.11083253167,99947
2023-05-22,0,522857.8710260283,224739.11125655368,168559.23551639388,129559.5242530807,99877
2023-05-23,0,514617.68407957983,220365.05492562806,163528.9901837778,130723.63897017394,99723
2023-05-24,0,519216.2624061879,220909.8436268601,168043.10480617685,130263.31397315099,100161
2023-05-25,0,519580.51349760965,220601.6123200964,168758.18140356799,130220.71977394528,99703
2023-05-26,0,518565.91042659996,220700.94922803112,167661.59942270204,130203.36177586675,100236
2023-05-27,0,521579.7750910835,222469.09760823817,168789.432574328,130321.24490851734,100057
2023-05-28,0,526624.681833145,225222.9160779763,170451.82778453437,130949.93797063427,99945
2023-05-29,0,517945.8028054468,221887.17984984585,167932.85113341757,128125.77182218341,99592
2023-05-30,0,515863.0423826234,221003.44480518703,166592.02856218244,128267.56901525395,99739
2023-05-31,0,519646.6186760343,222193.336644416,169142.90608225466,128310.37594936363,100387
2023-06-01,0,514164.0832966955,219331.0704041265,167110.66529669776,127722.3475958712,100241
2023-06-02,0,515992.70678785216,222681.85857423887,165720.2032930687,127590.64492054458,99484
2023-06-03,0,518487.22728506976,221771.8545668097,165736.42778229914,130978.94493596094,100004
2023-06-04,0,521423.90977846493,222154.1708883493,170014.7979255209,129254.94096459472,100312
2023-06-05,0,520412.78235793137,226414.66837645436,163394.18921537217,130603.92476610483,99083
2023-06-06,0,523450.0178679718,222773.011392745,169714.22224101934,130962.78423420744,100171
2023-06-07,0,512327.0270189737,219400.71474062625,166704.0247483278,126222.28753001966,99550
2023-06-08,0,517209.75087091315,221220.12103966257,163790.36792365415,132199.2619075964,100149
2023-06-09,0,520953.0613635572,222970.02443971374,166282.84133064662,131700.19559319684,99464
2023-06-10,0,507772.10343730875,219791.73737305566,160524.93557147295,127455.43049278013,98925
2023-06-11,0,513248.9824419801,216800.48027996192,166068.33853952895,130380.16362248924,98996
2023-06-12,0,519746.20469682576,223123.1194231939,167802.01220735072,128821.07306628117,99815
2023-06-13,0,515904.8162752542,220093.793875638,164964.46165318735,130846.56074642885,99903
2023-06-14,0,516846.2307361777,223947.90287013855,165483.2956686788,127415.03219736036,99304
2023-06-15,0,521368.97302830726,223836.443159373,170259.44907617077,127273.08079276346,100057
2023-06-16,0,510696.0306702957,218416.56710204255,163574.48680963696,128704.97675861613,98890
2023-06-17,0,517196.2899289341,223401.94140545273,163623.4280151413,130170.92050834003,99670
2023-06-18,0,516495.74922217923,219764.16123210808,167804.75483549753,128926.83315457363,99080
2023-06-19,0,518651.4962343833,221826.39269436197,169144.71405494853,127680.38948507281,99342
2023-06-20,0,517096.19552274153,221724.56962268974,165711.4744163567,129660.15148369505,99675
2023-06-21,0,515539.28813385934,218088.5227803915,167005.4892713964,130445.27608207142,99204
2023-06-22,0,516980.16130497615,218904.1519711672,167981.93688113833,130094.0724526706,99425
2023-06-23,0,519765.43191608414,223575.08227895526,164815.88516577767,131374.4644713512,100103
2023-06-24,0,512012.1496511928,219197.42250110747,164103.06229766496,128711.66485242042,99295
2023-06-25,0,522197.9923302811,220407.40235346687,168555.20012880774,133235.38984800648,99985
2023-06-26,0,512576.7115785326,217274.10393415528,167949.7186431493,127352.88900122803,98986
2023-06-27,0,520202.84634179686,221625.13086299683,166909.6577023414,131668.05777645862,99799
2023-06-28,0,524016.2930247837,225750.51018269363,164668.94515796978,133596.83768412026,100239
2023-06-29,0,512779.1310639819,215511.87626552835,167427.85104006997,129839.40375838362,98266
2023-06-30,0,512387.33310141345,219306.82707222478,163609.42413025082,129471.08189893782,99088
2023-07-01,0,518021.3512510124,223392.24983772024,164992.21472431935,129636.88668897285,99759
2023-07-02,0,517582.02498111315,219565.93121128593,165724.28266586794,132291.8111039593,99354
2023-07-03,0,517394.1422515675,221141.357752287,168540.54199810576,127712.24250117475,99626
2023-07-04,0,511470.02104089566,217073.2323703818,166370.2898200071,128026.49885050679,99123
2023-07-05,0,516238.22968702886,220684.05418910095,165973.193228414,129580.98226951396,99454
2023-07-06,0,517699.62202235195,219148.5975295189,165850.67639713,132700.34809570306,99318
2023-07-07,0,520495.2193540416,222755.82780071732,165966.28362587796,131773.10792744637,99965
2023-07-08,0,516982.77817975293,222184.6675248845,166273.71120060922,128524.39945425921,99494
2023-07-09,0,515023.2013256496,225012.60634474814,160125.017912444,129885.5770684575,99522
2023-07-10,0,512997.3851997664,220182.3952200412,163992.162132927,128822.82784679816,99133
2023-07-11,0,513099.50059217535,219540.44762140868,164976.29805499778,128582.75491576894,99082
2023-07-12,0,513459.82732892374,219273.43611292663,162197.44635547147,131988.94486052566,99096
2023-07-13,0,512582.91705337504,218946.2439321414,165856.98973911145,127779.68338212221,99496
2023-07-14,0,516731.8855492517,219455.55975011503,164028.822511013,133247.50328812367,99075
2023-07-15,0,519400.0557486977,218841.92134518604,168448.1964775349,132109.93792597682,99418
2023-07-16,0,524589.3335853487,221497.9047619866,169388.32793010768,133703.10089325436,100298
2023-07-17,0,516781.91858619533,222536.57301372755,164374.78898475622,129870.55658771153,99684
2023-07-18,0,510488.11219671706,216636.8343410231,164074.90954117698,129776.36831451696,99074
2023-07-19,0,515868.44057332363,222402.37438246296,165341.95280418728,128124.1133866734,99826
2023-07-20,0,513410.49589447514,221091.71126030094,163346.37499257547,128972.40964159867,99009
2023-07-21,0,509954.07046431367,216538.3837818793,163386.17784485352,130029.50883758087,98183
2023-07-22,0,507979.8610443255,213508.03630883174,162221.09045129828,132250.7342841955,98687
2023-07-23,0,503346.01584651007,215621.52262533255,160799.0482423171,126925.44497886043,98245
2023-07-24,0,515637.4448484841,220900.78101009046,165416.42809549856,129320.2357428951,98995
2023-07-25,0,514229.36808286933,218580.895476987,165678.39873523233,129970.07387065001,99170
2023-07-26,0,510736.49600440246,218236.09066765485,164025.15388958112,128475.25144716648,99989
2023-07-27,0,515852.0167187956,217827.4420790348,166384.55874183206,131640.01589792868,99305
2023-07-28,0,511496.09909332846,219922.77136575736,162892.37619438715,128680.95153318389,99022
2023-07-29,0,516128.4522664403,220337.78971395406,165422.17183797774,130368.49071450852,99538
2023-07-30,0,507960.6139180931,215679.5107144609,164249.46963153366,128031.63357209851,98009
2023-07-31,0,511001.51557725284,217825.04861440498,164350.6318163008,128825.83514654705,99224
2023-08-01,0,514679.4548790136,218264.78289464198,165702.55372412055,130712.11826025108,99483
2023-08-02,0,505907.8391153576,214911.36876462333,162049.07165929096,128947.3986914433,98351
2023-08-03,0,517404.8554513176,222565.12751098396,164630.50535620473,130209.22258412895,99654
2023-08-04,0,510845.45204379235,217844.22803289513,163985.38015771908,129015.84385317816,99245
2023-08-05,0,513104.80430125864,220127.99338577627,162315.26008958547,130661.55082589689,98861
2023-08-06,0,519921.8602091279,221743.43895379602,164217.84778612974,133960.57346920215,99378
2023-08-07,0,516897.2468062854,222296.89078882366,162681.30466270456,131919.05135475722,100191
2023-08-08,0,512901.6287503039,217310.83055188024,163209.0489353246,132381.74926309902,99141
2023-08-09,0,510316.07709828566,219011.68188968956,163651.59478550192,127652.8004230942,99169
2023-08-10,0,510894.2830879962,217410.3375763226,163157.15388407698,130326.7916275966,98809
2023-08-11,0,505687.51242161397,215226.19679194404,162874.8684362586,127586.44719341134,98609
2023-08-12,0,511646.771885374,219329.56343313094,164476.87118320406,127840.33726903901,99445
2023-08-13,0,507185.93273081,214602.39015298802,164276.00912868883,128307.53344913315,98597
2023-08-14,0,518708.57012977486,220231.84165178673,165745.0808873422,132731.64759064594,99057
2023-08-15,0,510540.0266968679,216347.65734330477,162268.63489368203,131923.73445988106,98779
2023-08-16,0,511558.65283180884,218606.0237683922,161863.5839727552,131089.04509066144,99254
2023-08-17,0,508112.5703265251,218595.5035868633,162061.42262939198,127455.6441102698,99178
2023-08-18,0,512432.16796725465,218188.7594427902,163685.84046148445,130557.56806297998,99528
2023-08-19,0,511714.96096865897,218304.02386589276,162780.85118139567,130630.08592137054,98751
2023-08-20,0,509040.0787615208,216397.32818973783,162113.36538143654,130529.38519034642,98870
2023-08-21,0,504941.6967481113,218354.66861809546,160516.00752221316,126071.02060780268,98513
2023-08-22,0,505322.8381132507,214431.4992457353,162585.60556407095,128305.73330344445,98779
2023-08-23,0,513101.2271278667,218176.0550617335,164466.53318423565,130458.63888189755,99189
2023-08-24,0,519622.2155134522,222159.45042689884,165568.3012155321,131894.46387102126,99378
2023-08-25,0,502006.15760680777,214581.69191572818,161994.69132250533,125429.77436857425,98538
2023-08-26,0,511200.1599307418,217000.09861237786,163619.07285546168,130580.98846290231,99434
2023-08-27,0,514294.55509681406,219853.11619606038,162949.44193049383,131491.99697025982,99678
2023-08-28,0,514597.77338282246,218224.65991963065,164025.4722137258,132347.64124946605,99207
2023-08-29,0,516419.99566832813,220015.44214647403,163483.2501589639,132921.30336289023,99940
2023-08-30,0,513079.9579677352,217627.73720591827,164332.8676294584,131119.35313235852,98616
2023-08-31,0,504771.92337413377,217434.48781151784,159256.63406027592,128080.80150234,98382
2023-09-01,0,505097.0470598177,217838.6327952715,161704.61589450404,125553.79837004219,98117
2023-09-02,0,515741.58787628665,219703.57019746216,165479.35388069792,130558.66379812655,99757
2023-09-03,0,515015.2091080545,217550.6339574045,164611.33050326013,132853.2446473899,99339
2023-09-04,0,520976.69169556524,218660.03458530005,169095.51183348507,133221.14527678012,98987
2023-09-05,0,518169.53777091345,221442.91527003906,164659.59074011937,132067.03176075497,99158
2023-09-06,0,507536.5254394251,215966.67903786883,160897.69313927466,130672.15326228163,98459
2023-09-07,0,515971.5999475712,217850.21841931855,165394.4531645759,132726.92836367674,100249
2023-09-08,0,509466.6738028164,219693.3085288683,160296.73814942088,129476.62712452724,99095
2023-09-09,0,511216.3476410628,217214.7988236847,163674.15237519145,130327.39644218665,99089
2023-09-10,0,510666.26265976083,213725.18379543893,162634.13470450346,134306.9441598184,99402
2023-09-11,0,514420.8893720519,219520.87956481782,165951.19810793275,128948.81169930137,99285
2023-09-12,0,513253.47508620203,216499.44839798406,162832.78536409128,133921.24132412672,99162
2023-09-13,0,508772.3431335009,216377.66548560502,162943.061798635,129451.61584926085,98661
2023-09-14,0,514861.324896014,218487.8820316797,162857.4866843633,133515.956179971,99298
2023-09-15,0,517202.4838356026,219620.675242951,168671.09640408683,128910.71218856478,100010
2023-09-16,0,516873.0162006146,220128.90220808215,164156.48359013238,132587.63040240013,99749
2023-09-17,0,516855.85386815754,218093.91951730946,168657.9441284316,130103.99022241647,99880
2023-09-18,0,510443.18499901704,217894.5711811562,165051.28130566963,127497.33251219123,98835
2023-09-19,0,510411.75525768835,215881.3096751945,164038.54703566548,130491.89854682836,98604
2023-09-20,0,515828.51482922863,218752.64586367598,164470.1048881815,132605.76407737116,99044
2023-09-21,0,512385.7642787902,218698.962302823,164667.24848320938,129019.55349275784,99143
2023-09-22,0,505812.89573335485,216649.1348883049,160815.1152836667,128348.64556138325,99671
2023-09-23,0,509457.09193648095,217918.34579777202,162034.29236735278,129504.45377135614,98286
2023-09-24,0,516088.4393393566,217913.40988123656,166713.26677782674,131461.76268029326,99907
2023-09-25,0,514335.72320553067,218928.99495104392,163672.34183680083,131734.3864176859,99072
2023-09-26,0,510962.3949490269,217797.58521118262,160773.7362018735,132391.07353597073,98948
2023-09-27,0,513263.3948061191,220172.09891022815,163055.08155723716,130036.21433865376,98665
