customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C01627,Male,1,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.81,1497.16,No
C01628,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.28,7509.94,No
C01629,Male,1,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.95,1336.42,No
C01630,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.06,20.19,Yes
C01631,Female,0,No,No,5,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.41,160.02,No
C01632,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.74,377.74,No
C01633,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.55,409.05,Yes
C01634,Female,0,No,No,0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.81, ,Yes
C01635,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.99,241.17,No
C01636,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.01,156.41,Yes
C01637,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.87,1108.85,Yes
C01638,Male,0,Yes,Yes,58,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.24,3098.37,No
C01639,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),65.23,2433.59,No
C01640,Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.7,78.28,Yes
C01641,Male,1,No,No,23,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.96,1505.74,No
C01642,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,83.17,4228.59,No
C01643,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),76.19,4318.55,No
C01644,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.69,563.0,Yes
C01645,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.31,61.33,Yes
C01646,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.7,1529.73,No
C01647,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,66.18, ,Yes
C01648,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.61,1243.31,No
C01649,Female,0,Yes,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.64,2271.06,No
C01650,Male,0,No,No,58,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,45.95,2270.35,No
C01651,Male,1,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.72,2962.86,Yes
C01652,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.78,19.22,Yes
C01653,Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),38.57,152.46,No
C01654,Female,0,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,36.31,1030.07,No
C01655,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.92,247.9,Yes
C01656,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.49, ,Yes
C01657,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,75.04,4819.33,No
C01658,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.72,152.06,No
C01659,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.77,4087.0,No
C01660,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.78,406.06,No
C01661,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,83.3,4027.53,No
C01662,Female,1,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.3,250.48,No
C01663,Male,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.63,1342.15,No
C01664,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,61.62,163.9,No
C01665,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.25,53.67,Yes
C01666,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,555.88,No
C01667,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,95.98,4381.89,No
C01668,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.68,4403.6,Yes
C01669,Female,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),75.43,77.49,No
C01670,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.45, ,No
C01671,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.37,134.0,No
C01672,Female,1,No,Yes,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.82,495.16,Yes
C01673,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,69.84,576.0,No
C01674,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),87.3,400.48,Yes
C01675,Female,0,Yes,Yes,50,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,33.15,1568.38,Yes
C01676,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.57,49.79,Yes
C01677,Male,0,Yes,Yes,2,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),45.81,79.17,No
C01678,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.99,67.97,Yes
C01679,Female,0,No,No,56,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,863.08,No
C01680,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.18, ,Yes
C01681,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.14,533.64,No
C01682,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),84.71,3450.16,No
C01683,Male,1,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.32,637.56,Yes
C01684,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,171.06,No
C01685,Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.13,65.21,Yes
C01686,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.94,180.14,Yes
C01687,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,90.85,2229.26,No
C01688,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.03,1194.83,No
C01689,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,429.91,Yes
C01690,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,47.42,Yes
C01691,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.91,1066.74,Yes
C01692,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,69.29,4338.19,No
C01693,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.11,1296.98,No
C01694,Female,0,No,No,60,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),60.02,3446.86,No
C01695,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.03,1292.38,No
C01696,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),85.24,408.05,Yes
C01697,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),65.86,1606.76,No
C01698,Female,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,955.53,No
C01699,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.74,1358.28,No
C01700,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.71,1140.45,No
C01701,Female,0,No,No,3,Yes,No,Fiber optic,,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,87.66,275.33,Yes
C01702,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.46,173.86,Yes
C01703,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),71.92,4855.28,No
C01704,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),79.52,75.03,No
C01705,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,78.41,5091.76,No
C01706,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.29,730.97,No
C01707,Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,79.23,607.43,No
C01708,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,62.25,493.09,No
C01709,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,132.17,No
C01710,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.41,4588.3,No
C01711,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.38,1078.66,No
C01712,Female,0,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,61.63,3326.02,No
C01713,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.98,2074.55,No
C01714,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.13,1669.89,Yes
C01715,Female,0,Yes,No,62,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.11,3123.69,No
C01716,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.37,1230.48,Yes
C01717,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.02,2778.0,Yes
C01718,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),73.36,334.82,No
C01719,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),79.73,5038.47,No
C01720,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.37,4799.26,No
C01721,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),69.75,565.33,No
C01722,Female,0,No,No,54,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.35,2914.78,No
C01723,Female,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,59.36,246.13,No
C01724,Male,0,No,No,7,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),48.45,292.43,No
C01725,Male,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,94.37,3543.23,No
C01726,Male,1,Yes,Yes,62,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,49.85,2631.06,No
C01727,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,62.35,746.68,Yes
C01728,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.3, ,Yes
C01729,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.31,69.09,Yes
C01730,Female,0,Yes,Yes,4,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.72,77.61,No
C01731,Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),59.36,254.74,No
C01732,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.38,5037.96,No
C01733,Male,0,No,No,63,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,66.59,4089.82,No
C01734,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.23,4072.21,No
C01735,Female,0,No,No,14,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.23,416.88,No
C01736,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.26,965.27,Yes
C01737,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.84, ,No
C01738,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,81.19,387.45,No
C01739,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,61.32,1898.02,No
C01740,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,77.88,4766.61,No
C01741,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,58.78,158.0,Yes
C01742,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),75.27,378.84,Yes
C01743,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),59.39,290.7,No
C01744,Female,0,Yes,No,66,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,54.68,3748.33,No
C01745,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),73.54,251.8,No
C01746,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,96.45,1717.42,No
C01747,Female,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,172.24,No
C01748,Male,0,Yes,Yes,49,No,No phone service,Fiber optic,,Yes,Yes,No,No,Yes,Two year,No,Electronic check,57.27,2407.5,No
C01749,Male,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,48.1,3116.61,No
C01750,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,91.07,4196.78,No
C01751,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.44,285.23,Yes
C01752,Female,0,Yes,Yes,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.12,740.27,No
C01753,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.73,79.26,Yes
C01754,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),86.64,491.1,Yes
C01755,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,33.37,2455.01,No
C01756,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),96.99,956.19,Yes
C01757,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,87.94,1777.22,No
C01758,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.05,1309.17,Yes
C01759,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,71.73,1724.41,No
C01760,Male,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,66.13,2669.58,No
C01761,Male,0,No,No,48,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),36.16,1786.29,No
C01762,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,91.4,5613.86,No
C01763,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.24,1092.56,No
C01764,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,83.48,495.86,No
C01765,Male,0,Yes,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,66.71,3875.93,No
C01766,Female,0,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.11,290.22,No
C01767,Male,1,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.67,844.19,No
C01768,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.51,88.42,No
C01769,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.35,1760.89,No
C01770,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.51,680.72,Yes
C01771,Female,1,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.01,141.16,Yes
C01772,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.03,3202.04,Yes
C01773,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.11,205.07,Yes
C01774,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,63.59,596.23,No
C01775,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),75.27,262.77,No
C01776,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,83.11,4697.23,No
C01777,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.6,202.37,Yes
C01778,Male,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,91.33,4630.47,No
C01779,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,90.56,233.12,Yes
C01780,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.95,430.51,Yes
C01781,Female,0,No,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.96,885.67,Yes
C01782,Male,1,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.49,462.25,Yes
C01783,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,82.97,3268.3,No
C01784,Male,0,Yes,Yes,39,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,626.17,No
C01785,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,80.55,1480.12,No
C01786,Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),85.2,4554.3,No
C01787,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.39,2504.91,No
C01788,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.02,581.15,No
C01789,Male,0,No,No,59,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),45.06,2388.32,No
C01790,Female,1,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.63,4647.59,No
C01791,Male,1,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),79.1,3159.98,No
C01792,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,68.13,597.65,No
C01793,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),70.5,3220.32,No
C01794,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,72.57,4261.81,No
C01795,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,87.1,173.15,Yes
C01796,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,64.58,No
C01797,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.53,556.22,Yes
C01798,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.91,4146.29,No
C01799,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),71.34,4727.93,No
C01800,Female,0,No,No,57,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,47.32,2413.12,No
C01801,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,86.71,1300.46,No
C01802,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.01,996.2,Yes
C01803,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.68,1219.23,No
C01804,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.08,843.45,No
C01805,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,81.4,765.47,No
C01806,Male,0,No,No,24,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),62.25,1547.66,No
C01807,Male,0,Yes,No,17,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.43,922.38,No
C01808,Male,1,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.55,482.4,No
C01809,Male,1,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.38,69.88,Yes
C01810,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),85.78,3790.86,No
